Term_ID,Term,p_value,intersection_size,avg_log2fc,intersecting_genes,calculated_intersection_count
GO:0043516,"regulation of DNA damage response, signal transduction by p53 class mediator",0.2035227894004051,1,1.072825312614441,NPM1,1
GO:0052652,cyclic purine nucleotide metabolic process,0.2035227894004051,1,4.3055219650268555,RORA,1
GO:0016310,phosphorylation,0.20401397290649204,6,3.0668796499570212,"CD3E,LCK,RPS3,LAT,NPM1,AAK1",6
GO:0065003,protein-containing complex assembly,0.20470250427534498,10,2.692539632320404,"CD3E,RPS3,CD3G,EVL,CD247,RPS27,RPSA,HSPA8,NPM1,SKAP1",10
GO:0006954,inflammatory response,0.20470250427534498,4,3.050842970609665,"HSPA8,ETS1,LAT,RORA",4
GO:0032944,regulation of mononuclear cell proliferation,0.20470250427534498,2,3.2479318380355835,"CD3E,RPS3",2
GO:1903320,regulation of protein modification by small protein conjugation or removal,0.20507722056732564,2,1.1660228371620178,"RPS3,NPM1",2
GO:0009187,cyclic nucleotide metabolic process,0.20507722056732564,1,4.3055219650268555,RORA,1
GO:0046006,regulation of activated T cell proliferation,0.20507722056732564,1,1.2592203617095947,RPS3,1
GO:0141084,inflammasome-mediated signaling pathway,0.20796684434367121,1,1.4021910429000854,HSPA8,1
GO:0046427,positive regulation of receptor signaling pathway via JAK-STAT,0.20796684434367121,1,5.389932155609131,IL7R,1
GO:0032735,positive regulation of interleukin-12 production,0.20796684434367121,1,2.0302059650421143,LTB,1
GO:0007099,centriole replication,0.20796684434367121,1,1.072825312614441,NPM1,1
GO:0046640,regulation of alpha-beta T cell proliferation,0.20990549543204923,1,5.236643314361572,CD3E,1
GO:0097178,ruffle assembly,0.20990549543204923,1,2.3412601947784424,EVL,1
GO:0045646,regulation of erythrocyte differentiation,0.20990549543204923,1,2.644690990447998,ETS1,1
GO:2000516,"positive regulation of CD4-positive, alpha-beta T cell activation",0.20990549543204923,1,5.236643314361572,CD3E,1
GO:0043068,positive regulation of programmed cell death,0.20990549543204923,3,2.69060484568278,"LCK,RPS3,LTB",3
GO:1901873,regulation of post-translational protein modification,0.20990549543204923,2,1.1660228371620178,"RPS3,NPM1",2
GO:0009205,purine ribonucleoside triphosphate metabolic process,0.21015862170197222,2,1.8074175715446472,"GIMAP7,HSPA8",2
GO:0071407,cellular response to organic cyclic compound,0.21075945584284925,3,2.2601794401804605,"HSPA8,RORA,NPM1",3
GO:0065009,regulation of molecular function,0.21075945584284925,6,2.9899900952974954,"IL32,RPS3,NOSIP,LAT,NPM1,SPOCK2",6
GO:0051338,regulation of transferase activity,0.21075945584284925,3,2.0610045194625854,"RPS3,LAT,NPM1",3
GO:0098542,defense response to other organism,0.21075945584284925,5,4.253917860984802,"LCK,IL7R,GZMM,CD2,HSPA8",5
GO:0010466,negative regulation of peptidase activity,0.21075945584284925,1,3.6104838848114014,SPOCK2,1
GO:0021587,cerebellum morphogenesis,0.21075945584284925,1,4.3055219650268555,RORA,1
GO:0010837,regulation of keratinocyte proliferation,0.21075945584284925,1,4.691773414611816,BCL11B,1
GO:0008283,cell population proliferation,0.21075945584284925,7,3.514372502054487,"CD3E,RPS3,IL7R,BCL11B,ETS1,RORA,NPM1",7
GO:0034612,response to tumor necrosis factor,0.21075945584284925,2,2.782371163368225,"RPS3,RORA",2
GO:0043066,negative regulation of apoptotic process,0.21126414964822995,4,3.692260295152664,"IL7R,BCL11B,CD27,NPM1",4
GO:0050798,activated T cell proliferation,0.2127346177879464,1,1.2592203617095947,RPS3,1
GO:0021879,forebrain neuron differentiation,0.2127346177879464,1,4.691773414611816,BCL11B,1
GO:0006284,base-excision repair,0.2127346177879464,1,1.2592203617095947,RPS3,1
GO:0009144,purine nucleoside triphosphate metabolic process,0.21362828291267114,2,1.8074175715446472,"GIMAP7,HSPA8",2
GO:0009199,ribonucleoside triphosphate metabolic process,0.21362828291267114,2,1.8074175715446472,"GIMAP7,HSPA8",2
GO:0006623,protein targeting to vacuole,0.21407672378932657,1,1.4021910429000854,HSPA8,1
GO:0010824,regulation of centrosome duplication,0.21407672378932657,1,1.072825312614441,NPM1,1
GO:1904894,positive regulation of receptor signaling pathway via STAT,0.21407672378932657,1,5.389932155609131,IL7R,1
GO:0046633,alpha-beta T cell proliferation,0.21407672378932657,1,5.236643314361572,CD3E,1
GO:0001914,regulation of T cell mediated cytotoxicity,0.21407672378932657,1,5.389932155609131,IL7R,1
GO:0018212,peptidyl-tyrosine modification,0.215081366435039,2,5.009515762329102,"CD3E,LCK",2
GO:0098534,centriole assembly,0.215081366435039,1,1.072825312614441,NPM1,1
GO:0061756,leukocyte adhesion to vascular endothelial cell,0.215081366435039,1,2.644690990447998,ETS1,1
GO:0072583,clathrin-dependent endocytosis,0.215081366435039,1,2.199232816696167,AAK1,1
GO:0045747,positive regulation of Notch signaling pathway,0.215081366435039,1,2.199232816696167,AAK1,1
GO:0043029,T cell homeostasis,0.215081366435039,1,5.389932155609131,IL7R,1
GO:0018108,peptidyl-tyrosine phosphorylation,0.215081366435039,2,5.009515762329102,"CD3E,LCK",2
GO:0021575,hindbrain morphogenesis,0.215081366435039,1,4.3055219650268555,RORA,1
GO:0050793,regulation of developmental process,0.2151812192261276,8,4.117145895957947,"IL7R,TCF7,CD2,BCL11B,ETS1,CD27,RORA,SPOCK2",8
GO:0032880,regulation of protein localization,0.21562256546665537,4,2.3089627027511597,"CD247,HSPA8,NPM1,AAK1",4
GO:0045860,positive regulation of protein kinase activity,0.21660288209688935,2,2.5550941228866577,"RPS3,LAT",2
GO:0045944,positive regulation of transcription by RNA polymerase II,0.21702476776513907,5,3.1837337255477904,"BCL11B,ETS1,RORA,NPM1,SKAP1",5
GO:0021795,cerebral cortex cell migration,0.21702476776513907,1,3.710944414138794,SYNE2,1
GO:0072538,T-helper 17 type immune response,0.21702476776513907,1,4.3055219650268555,RORA,1
GO:0070663,regulation of leukocyte proliferation,0.21822849524198068,2,3.2479318380355835,"CD3E,RPS3",2
GO:0032886,regulation of microtubule-based process,0.21822849524198068,2,1.1660228371620178,"RPS3,NPM1",2
GO:0043069,negative regulation of programmed cell death,0.21822849524198068,4,3.692260295152664,"IL7R,BCL11B,CD27,NPM1",4
GO:0001932,regulation of protein phosphorylation,0.21834088709075802,4,2.854914218187332,"CD3E,RPS3,LAT,NPM1",4
GO:0051259,protein complex oligomerization,0.21834088709075802,2,3.451430916786194,"EVL,CD247",2
GO:0048538,thymus development,0.21834088709075802,1,4.691773414611816,BCL11B,1
GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,0.22199046498620564,1,2.0302059650421143,LTB,1
GO:0009141,nucleoside triphosphate metabolic process,0.22395755617682167,2,1.8074175715446472,"GIMAP7,HSPA8",2
GO:2000147,positive regulation of cell motility,0.22395755617682167,3,3.322039763132731,"ETS1,SPOCK2,SYNE2",3
GO:0051496,positive regulation of stress fiber assembly,0.22395755617682167,1,2.3412601947784424,EVL,1
GO:0039532,negative regulation of cytoplasmic pattern recognition receptor signaling pathway,0.22395755617682167,1,1.4021910429000854,HSPA8,1
GO:0030838,positive regulation of actin filament polymerization,0.22395755617682167,1,2.3412601947784424,EVL,1
GO:0009059,macromolecule biosynthetic process,0.22631143473639684,23,2.591531136761541,"CD3E,IL32,RPS3,IL7R,RPS29,RPL3,RPS12,TCF7,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,BCL11B,HSPA8,ETS1,LAT,RORA,NPM1,LTB,SKAP1",23
GO:0050850,positive regulation of calcium-mediated signaling,0.22631143473639684,1,5.236643314361572,CD3E,1
GO:0030490,maturation of SSU-rRNA,0.22631143473639684,1,1.009616494178772,RPS21,1
GO:0045599,negative regulation of fat cell differentiation,0.22631143473639684,1,4.3055219650268555,RORA,1
GO:0042127,regulation of cell population proliferation,0.22708500441463175,6,3.382514258225759,"CD3E,RPS3,IL7R,BCL11B,ETS1,NPM1",6
GO:0046605,regulation of centrosome cycle,0.22905671544138495,1,1.072825312614441,NPM1,1
GO:0021695,cerebellar cortex development,0.22905671544138495,1,4.3055219650268555,RORA,1
GO:0033674,positive regulation of kinase activity,0.22947463225359707,2,2.5550941228866577,"RPS3,LAT",2
GO:0035556,intracellular signal transduction,0.22947463225359707,9,3.0616082615322537,"CD3E,LCK,RPS3,HSPA8,LAT,CD27,RORA,NPM1,LTB",9
GO:0021537,telencephalon development,0.22947463225359707,2,4.201358914375305,"BCL11B,SYNE2",2
GO:0002707,negative regulation of lymphocyte mediated immunity,0.23002408010009764,1,5.389932155609131,IL7R,1
GO:0043122,regulation of canonical NF-kappaB signal transduction,0.23002408010009764,2,3.167863965034485,"RORA,LTB",2
GO:0043536,positive regulation of blood vessel endothelial cell migration,0.23002408010009764,1,2.644690990447998,ETS1,1
GO:0040017,positive regulation of locomotion,0.23002408010009764,3,3.322039763132731,"ETS1,SPOCK2,SYNE2",3
GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.23138755962988256,1,5.389932155609131,IL7R,1
GO:0021872,forebrain generation of neurons,0.23138755962988256,1,4.691773414611816,BCL11B,1
GO:0043124,negative regulation of canonical NF-kappaB signal transduction,0.23138755962988256,1,4.3055219650268555,RORA,1
GO:0031529,ruffle organization,0.23138755962988256,1,2.3412601947784424,EVL,1
GO:0043303,mast cell degranulation,0.23138755962988256,1,3.8509678840637207,LAT,1
GO:0042113,B cell activation,0.23138755962988256,2,4.5022212266922,"IL7R,CD27",2
GO:0044092,negative regulation of molecular function,0.23307555287591836,3,2.452541629473368,"NOSIP,NPM1,SPOCK2",3
GO:0042592,homeostatic process,0.2335346420611234,6,3.674387753009796,"LCK,IL7R,ETS1,LAT,RORA,NPM1",6
GO:0043933,protein-containing complex organization,0.2335346420611234,10,2.692539632320404,"CD3E,RPS3,CD3G,EVL,CD247,RPS27,RPSA,HSPA8,NPM1,SKAP1",10
GO:0042221,response to chemical,0.2335346420611234,11,3.0262134833769365,"LCK,RPS3,IL7R,RPL3,TCF7,HSPA8,ETS1,CD27,RORA,NPM1,SPOCK2",11
GO:0001934,positive regulation of protein phosphorylation,0.2335346420611234,3,3.448943853378296,"CD3E,RPS3,LAT",3
GO:1902895,positive regulation of miRNA transcription,0.2335346420611234,1,2.644690990447998,ETS1,1
GO:0043616,keratinocyte proliferation,0.2335346420611234,1,4.691773414611816,BCL11B,1
GO:0002279,mast cell activation involved in immune response,0.23358010115733818,1,3.8509678840637207,LAT,1
GO:0048870,cell motility,0.23358010115733818,6,3.6302568515141806,"LCK,EVL,BCL11B,ETS1,SPOCK2,SYNE2",6
GO:0051258,protein polymerization,0.23358010115733818,2,1.8002402782440186,"RPS3,EVL",2
GO:0045428,regulation of nitric oxide biosynthetic process,0.23358010115733818,1,2.6743156909942627,NOSIP,1
GO:0043030,regulation of macrophage activation,0.23358010115733818,1,4.3055219650268555,RORA,1
GO:0006950,response to stress,0.23358010115733818,11,3.624994841488925,"IL32,LCK,RPS3,IL7R,GZMM,CD2,HSPA8,ETS1,LAT,RORA,NPM1",11
GO:0044238,primary metabolic process,0.23483166838250977,28,2.679680402789797,"CD3E,LCK,RPS3,IL7R,RPS29,LDHB,RPL3,RPS12,GIMAP7,TCF7,RPS25,RPL23A,RPS27,RPSA,GZMM,RPS18,RPS21,NOSIP,BCL11B,HSPA8,ETS1,LAT,RORA,NPM1,SPOCK2,AAK1,CTSW,SKAP1",28
GO:0044419,biological process involved in interspecies interaction between organisms,0.23497702235574855,6,3.781490166982015,"LCK,IL7R,RPSA,GZMM,CD2,HSPA8",6
GO:0002448,mast cell mediated immunity,0.23498198219967095,1,3.8509678840637207,LAT,1
GO:0042325,regulation of phosphorylation,0.23498198219967095,4,2.854914218187332,"CD3E,RPS3,LAT,NPM1",4
GO:0061462,protein localization to lysosome,0.23498198219967095,1,1.4021910429000854,HSPA8,1
GO:0043331,response to dsRNA,0.23498198219967095,1,1.072825312614441,NPM1,1
GO:0007017,microtubule-based process,0.23648108870940698,4,1.8612952828407288,"RPS3,HSPA8,NPM1,SYNE2",4
GO:0080164,regulation of nitric oxide metabolic process,0.23648108870940698,1,2.6743156909942627,NOSIP,1
GO:0044093,positive regulation of molecular function,0.23648108870940698,4,2.9137852489948273,"IL32,RPS3,LAT,NPM1",4
GO:0008284,positive regulation of cell population proliferation,0.23648108870940698,4,3.2396552860736847,"CD3E,RPS3,IL7R,NPM1",4
GO:0051289,protein homotetramerization,0.23648108870940698,1,2.3412601947784424,EVL,1
GO:0002820,negative regulation of adaptive immune response,0.23935275703744205,1,5.389932155609131,IL7R,1
GO:0008347,glial cell migration,0.23935275703744205,1,3.710944414138794,SYNE2,1
GO:0032233,positive regulation of actin filament bundle assembly,0.24092256627924274,1,2.3412601947784424,EVL,1
GO:0031113,regulation of microtubule polymerization,0.24092256627924274,1,1.2592203617095947,RPS3,1
GO:0032615,interleukin-12 production,0.24092256627924274,1,2.0302059650421143,LTB,1
GO:0032655,regulation of interleukin-12 production,0.24092256627924274,1,2.0302059650421143,LTB,1
GO:0022029,telencephalon cell migration,0.24092256627924274,1,3.710944414138794,SYNE2,1
GO:0080134,regulation of response to stress,0.2423283069852114,5,2.136889934539795,"RPS3,HSPA8,ETS1,RORA,NPM1",5
GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,0.2431012134274774,3,4.896319389343262,"CD3E,LCK,CD7",3
GO:0042327,positive regulation of phosphorylation,0.24312306421680116,3,3.448943853378296,"CD3E,RPS3,LAT",3
GO:0032757,positive regulation of interleukin-8 production,0.24312306421680116,1,4.651271343231201,CD2,1
GO:0045087,innate immune response,0.24331158011946558,4,3.96991428732872,"LCK,GZMM,CD2,HSPA8",4
GO:0051341,regulation of oxidoreductase activity,0.2440609528560175,1,2.6743156909942627,NOSIP,1
GO:0007249,canonical NF-kappaB signal transduction,0.2440609528560175,2,3.167863965034485,"RORA,LTB",2
GO:0019674,NAD metabolic process,0.2440609528560175,1,2.3563857078552246,LDHB,1
GO:0002366,leukocyte activation involved in immune response,0.2440609528560175,2,4.078244924545288,"LAT,RORA",2
GO:0051640,organelle localization,0.2440609528560175,3,2.8782458702723184,"LAT,NPM1,SYNE2",3
GO:0002263,cell activation involved in immune response,0.24589309621131056,2,4.078244924545288,"LAT,RORA",2
GO:0060070,canonical Wnt signaling pathway,0.24589309621131056,2,2.5319705605506897,"RPS12,TCF7",2
GO:0072666,establishment of protein localization to vacuole,0.24589309621131056,1,1.4021910429000854,HSPA8,1
GO:0021885,forebrain cell migration,0.24589309621131056,1,3.710944414138794,SYNE2,1
GO:0008152,metabolic process,0.24589309621131056,31,2.812408258838038,"CD3E,IL32,LCK,RPS3,IL7R,RPS29,LDHB,RPL3,RPS12,GIMAP7,TCF7,RPS25,RPL23A,RPS27,RPSA,GZMM,RPS18,RPS21,CD2,NOSIP,BCL11B,HSPA8,ETS1,LAT,RORA,NPM1,SPOCK2,AAK1,CTSW,LTB,SKAP1",31
GO:0002704,negative regulation of leukocyte mediated immunity,0.24686987617415462,1,5.389932155609131,IL7R,1
GO:0070301,cellular response to hydrogen peroxide,0.24686987617415462,1,1.2592203617095947,RPS3,1
GO:0010632,regulation of epithelial cell migration,0.24686987617415462,1,2.3412601947784424,EVL,1
GO:2000630,positive regulation of miRNA metabolic process,0.24686987617415462,1,2.644690990447998,ETS1,1
GO:0042273,ribosomal large subunit biogenesis,0.24686987617415462,1,1.072825312614441,NPM1,1
GO:0006259,DNA metabolic process,0.24704831494261642,4,3.1034378111362457,"RPS3,IL7R,BCL11B,NPM1",4
GO:0071840,cellular component organization or biogenesis,0.24704831494261642,20,2.8435309290885926,"CD3E,RPS3,CD3G,IL7R,EVL,RPS12,CD247,RPS25,RPS27,RPSA,RPS21,CD2,BCL11B,HSPA8,ETS1,NPM1,SPOCK2,AAK1,SYNE2,SKAP1",20
GO:0034394,protein localization to cell surface,0.2487470971100228,1,4.561601638793945,CD247,1
GO:0060341,regulation of cellular localization,0.2487470971100228,4,2.3089627027511597,"CD247,HSPA8,NPM1,AAK1",4
GO:0019216,regulation of lipid metabolic process,0.24909486898823197,2,4.498647689819336,"BCL11B,RORA",2
GO:0097193,intrinsic apoptotic signaling pathway,0.24909486898823197,2,3.020804286003113,"LCK,RPS3",2
GO:2000145,regulation of cell motility,0.2494979687749247,4,3.076844871044159,"EVL,ETS1,SPOCK2,SYNE2",4
GO:0019058,viral life cycle,0.25343936911972126,2,3.4457395672798157,"IL32,RPSA",2
GO:0043588,skin development,0.25653126488747063,2,3.3609896898269653,"BCL11B,LTB",2
GO:0032922,circadian regulation of gene expression,0.25653126488747063,1,4.3055219650268555,RORA,1
GO:0051347,positive regulation of transferase activity,0.2573529329675031,2,2.5550941228866577,"RPS3,LAT",2
GO:0002562,somatic diversification of immune receptors via germline recombination within a single locus,0.25781079860359046,1,4.691773414611816,BCL11B,1
GO:0045576,mast cell activation,0.25781079860359046,1,3.8509678840637207,LAT,1
GO:0050853,B cell receptor signaling pathway,0.25781079860359046,1,4.782388210296631,LCK,1
GO:0016444,somatic cell DNA recombination,0.25781079860359046,1,4.691773414611816,BCL11B,1
GO:2000026,regulation of multicellular organismal development,0.26082954140156056,5,4.0658775806427006,"IL7R,TCF7,CD2,ETS1,CD27",5
GO:0061077,chaperone-mediated protein folding,0.261138009519374,1,1.4021910429000854,HSPA8,1
GO:0046635,positive regulation of alpha-beta T cell activation,0.261138009519374,1,5.236643314361572,CD3E,1
GO:0140238,presynaptic endocytosis,0.261138009519374,1,2.199232816696167,AAK1,1
GO:0048856,anatomical structure development,0.261138009519374,15,4.103648296991984,"CD3E,CD3D,LCK,CD3G,IL7R,EVL,TCF7,CD2,BCL11B,ETS1,CD27,RORA,SPOCK2,SYNE2,LTB",15
GO:0048663,neuron fate commitment,0.261138009519374,1,4.691773414611816,BCL11B,1
GO:0042267,natural killer cell mediated cytotoxicity,0.261138009519374,1,4.651271343231201,CD2,1
GO:1902017,regulation of cilium assembly,0.261138009519374,1,3.710944414138794,SYNE2,1
GO:0000226,microtubule cytoskeleton organization,0.2632653131095997,3,2.01433002948761,"RPS3,NPM1,SYNE2",3
GO:0051298,centrosome duplication,0.2636144815876568,1,1.072825312614441,NPM1,1
GO:0006310,DNA recombination,0.26455846501206504,2,5.040852785110474,"IL7R,BCL11B",2
GO:0045937,positive regulation of phosphate metabolic process,0.26455846501206504,3,3.448943853378296,"CD3E,RPS3,LAT",3
GO:0015031,protein transport,0.26455846501206504,5,2.5703436851501467,"CD3G,ARL4C,ACAP1,HSPA8,NPM1",5
GO:0010562,positive regulation of phosphorus metabolic process,0.26455846501206504,3,3.448943853378296,"CD3E,RPS3,LAT",3
GO:0007417,central nervous system development,0.2652402175499597,4,4.4862207770347595,"CD3E,BCL11B,RORA,SYNE2",4
GO:0040012,regulation of locomotion,0.2657479976181674,4,3.076844871044159,"EVL,ETS1,SPOCK2,SYNE2",4
GO:1902893,regulation of miRNA transcription,0.2657479976181674,1,2.644690990447998,ETS1,1
GO:0022613,ribonucleoprotein complex biogenesis,0.2657479976181674,6,1.1263440648714702,"RPS12,RPS25,RPS27,RPSA,RPS21,NPM1",6
GO:0042093,T-helper cell differentiation,0.2657479976181674,1,4.3055219650268555,RORA,1
GO:0002228,natural killer cell mediated immunity,0.2657479976181674,1,4.651271343231201,CD2,1
GO:0031397,negative regulation of protein ubiquitination,0.2657479976181674,1,1.2592203617095947,RPS3,1
GO:0008088,axo-dendritic transport,0.26619620292251356,1,1.4021910429000854,HSPA8,1
GO:0051101,regulation of DNA binding,0.26619620292251356,1,5.472127437591553,IL32,1
GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",0.26619620292251356,1,5.236643314361572,CD3E,1
GO:0043406,positive regulation of MAP kinase activity,0.26619620292251356,1,1.2592203617095947,RPS3,1
GO:0061614,miRNA transcription,0.26619620292251356,1,2.644690990447998,ETS1,1
GO:0002200,somatic diversification of immune receptors,0.26619620292251356,1,4.691773414611816,BCL11B,1
GO:0052548,regulation of endopeptidase activity,0.26855853777526406,1,3.6104838848114014,SPOCK2,1
GO:0002294,"CD4-positive, alpha-beta T cell differentiation involved in immune response",0.26855853777526406,1,4.3055219650268555,RORA,1
GO:0002293,alpha-beta T cell differentiation involved in immune response,0.2704747950694455,1,4.3055219650268555,RORA,1
GO:0002287,alpha-beta T cell activation involved in immune response,0.2704747950694455,1,4.3055219650268555,RORA,1
GO:0030330,"DNA damage response, signal transduction by p53 class mediator",0.2704747950694455,1,1.072825312614441,NPM1,1
GO:0051090,regulation of DNA-binding transcription factor activity,0.2709387074803392,2,1.1660228371620178,"RPS3,NPM1",2
GO:0006886,intracellular protein transport,0.2713770460458341,3,1.8552133242289226,"ARL4C,HSPA8,NPM1",3
GO:0008104,protein localization,0.272230653947551,8,2.852051228284836,"CD3G,CD247,ARL4C,ACAP1,HSPA8,NPM1,AAK1,SKAP1",8
GO:0019637,organophosphate metabolic process,0.27301975363317754,4,2.5691857039928436,"LDHB,GIMAP7,HSPA8,RORA",4
GO:0006446,regulation of translational initiation,0.27466322638304747,1,1.072825312614441,NPM1,1
GO:0070727,cellular macromolecule localization,0.2754911084476545,8,2.852051228284836,"CD3G,CD247,ARL4C,ACAP1,HSPA8,NPM1,AAK1,SKAP1",8
GO:0019220,regulation of phosphate metabolic process,0.2770838189824718,4,2.854914218187332,"CD3E,RPS3,LAT,NPM1",4
GO:0051174,regulation of phosphorus metabolic process,0.27732320114666537,4,2.854914218187332,"CD3E,RPS3,LAT,NPM1",4
GO:0032637,interleukin-8 production,0.27876367177281886,1,4.651271343231201,CD2,1
GO:0032677,regulation of interleukin-8 production,0.27876367177281886,1,4.651271343231201,CD2,1
GO:0141124,intracellular signaling cassette,0.27971603556462704,6,3.3828449646631875,"CD3E,RPS3,LAT,CD27,RORA,LTB",6
GO:0043299,leukocyte degranulation,0.2809978796254785,1,3.8509678840637207,LAT,1
GO:0008285,negative regulation of cell population proliferation,0.2836255763919716,3,2.803096572558085,"BCL11B,ETS1,NPM1",3
GO:0032456,endocytic recycling,0.28540806515696315,1,3.090623617172241,ARL4C,1
GO:0050871,positive regulation of B cell activation,0.28540806515696315,1,3.6145102977752686,CD27,1
GO:0051248,negative regulation of protein metabolic process,0.28540806515696315,3,1.980843186378479,"RPS3,NPM1,SPOCK2",3
GO:0002292,T cell differentiation involved in immune response,0.2880241506820626,1,4.3055219650268555,RORA,1
GO:0016477,cell migration,0.28825114941968355,5,3.6342114448547362,"LCK,EVL,BCL11B,ETS1,SYNE2",5
GO:1990849,vacuolar localization,0.28825114941968355,1,3.8509678840637207,LAT,1
GO:0032418,lysosome localization,0.28825114941968355,1,3.8509678840637207,LAT,1
GO:0072384,organelle transport along microtubule,0.28825114941968355,1,3.710944414138794,SYNE2,1
GO:0072665,protein localization to vacuole,0.28825114941968355,1,1.4021910429000854,HSPA8,1
GO:0022607,cellular component assembly,0.28825114941968355,12,2.853902051846186,"CD3E,RPS3,CD3G,EVL,CD247,RPS27,RPSA,HSPA8,NPM1,SPOCK2,SYNE2,SKAP1",12
GO:0030522,intracellular receptor signaling pathway,0.28825114941968355,2,2.8538565039634705,"HSPA8,RORA",2
GO:0051129,negative regulation of cellular component organization,0.28924706421011354,3,1.605425516764323,"EVL,HSPA8,NPM1",3
GO:1903321,negative regulation of protein modification by small protein conjugation or removal,0.28924706421011354,1,1.2592203617095947,RPS3,1
GO:0009791,post-embryonic development,0.28924706421011354,1,4.691773414611816,BCL11B,1
GO:0042632,cholesterol homeostasis,0.28924706421011354,1,4.3055219650268555,RORA,1
GO:0009058,biosynthetic process,0.28984300013568687,24,2.5949804931879044,"CD3E,IL32,RPS3,IL7R,RPS29,RPL3,RPS12,TCF7,RPS25,RPL23A,RPS27,RPSA,RPS18,RPS21,CD2,NOSIP,BCL11B,HSPA8,ETS1,LAT,RORA,NPM1,LTB,SKAP1",24
GO:0009605,response to external stimulus,0.2900514721655387,7,4.0314003229141235,"LCK,IL7R,GZMM,CD2,HSPA8,ETS1,RORA",7
GO:0034644,cellular response to UV,0.2900514721655387,1,1.072825312614441,NPM1,1
GO:0007275,multicellular organism development,0.2900514721655387,12,3.8546850879987082,"CD3E,IL7R,EVL,TCF7,CD2,BCL11B,ETS1,CD27,RORA,SPOCK2,SYNE2,LTB",12
GO:0055092,sterol homeostasis,0.2900514721655387,1,4.3055219650268555,RORA,1
GO:0031400,negative regulation of protein modification process,0.29027957874258636,2,1.1660228371620178,"RPS3,NPM1",2
GO:0031640,killing of cells of another organism,0.2908384820185498,1,5.043806552886963,GZMM,1
GO:0141061,disruption of cell in another organism,0.2908384820185498,1,5.043806552886963,GZMM,1
GO:2000628,regulation of miRNA metabolic process,0.2908384820185498,1,2.644690990447998,ETS1,1
GO:0051492,regulation of stress fiber assembly,0.2908384820185498,1,2.3412601947784424,EVL,1
GO:0043535,regulation of blood vessel endothelial cell migration,0.2929006963852517,1,2.644690990447998,ETS1,1
GO:0001910,regulation of leukocyte mediated cytotoxicity,0.2929006963852517,1,5.389932155609131,IL7R,1
GO:0006417,regulation of translation,0.29335579718602095,2,1.1660228371620178,"RPS3,NPM1",2
GO:1901874,negative regulation of post-translational protein modification,0.2940791208930603,1,1.2592203617095947,RPS3,1
GO:0051262,protein tetramerization,0.2940791208930603,1,2.3412601947784424,EVL,1
GO:0050848,regulation of calcium-mediated signaling,0.2940791208930603,1,5.236643314361572,CD3E,1
GO:0050727,regulation of inflammatory response,0.29526955441485897,2,3.4751064777374268,"ETS1,RORA",2
GO:0051128,regulation of cellular component organization,0.2955210842262427,7,2.169933012553624,"RPS3,EVL,HSPA8,NPM1,AAK1,SYNE2,SKAP1",7
GO:0031123,RNA 3'-end processing,0.2955210842262427,1,1.009616494178772,RPS21,1
GO:0046330,positive regulation of JNK cascade,0.2955210842262427,1,3.6145102977752686,CD27,1
GO:0010631,epithelial cell migration,0.2955210842262427,1,2.3412601947784424,EVL,1
GO:0002709,regulation of T cell mediated immunity,0.2955210842262427,1,5.389932155609131,IL7R,1
GO:0140546,defense response to symbiont,0.2955210842262427,4,3.96991428732872,"LCK,GZMM,CD2,HSPA8",4
GO:0048525,negative regulation of viral process,0.2955210842262427,1,5.472127437591553,IL32,1
GO:0042475,odontogenesis of dentin-containing tooth,0.2955210842262427,1,4.691773414611816,BCL11B,1
GO:0030101,natural killer cell activation,0.2955210842262427,1,4.651271343231201,CD2,1
GO:0010906,regulation of glucose metabolic process,0.29707227745055,1,4.3055219650268555,RORA,1
GO:0046785,microtubule polymerization,0.29707227745055,1,1.2592203617095947,RPS3,1
GO:0031110,regulation of microtubule polymerization or depolymerization,0.29707227745055,1,1.2592203617095947,RPS3,1
GO:0051649,establishment of localization in cell,0.29808614031560754,6,2.5544641812642417,"ARL4C,HSPA8,LAT,NPM1,AAK1,SYNE2",6
GO:0043367,"CD4-positive, alpha-beta T cell differentiation",0.29808614031560754,1,4.3055219650268555,RORA,1
GO:1900182,positive regulation of protein localization to nucleus,0.29808614031560754,1,1.072825312614441,NPM1,1
GO:0042542,response to hydrogen peroxide,0.29808614031560754,1,1.2592203617095947,RPS3,1
GO:0045786,negative regulation of cell cycle,0.29808614031560754,2,1.8587581515312195,"ETS1,NPM1",2
GO:0033043,regulation of organelle organization,0.29817772845413465,4,2.096062570810318,"RPS3,EVL,NPM1,SYNE2",4
GO:0019218,regulation of steroid metabolic process,0.29841387979441836,1,4.3055219650268555,RORA,1
GO:0090132,epithelium migration,0.29841387979441836,1,2.3412601947784424,EVL,1
GO:0008593,regulation of Notch signaling pathway,0.29841387979441836,1,2.199232816696167,AAK1,1
GO:0141060,disruption of anatomical structure in another organism,0.29841387979441836,1,5.043806552886963,GZMM,1
GO:0051707,response to other organism,0.2985279849994264,5,4.253917860984802,"LCK,IL7R,GZMM,CD2,HSPA8",5
